"","cty","STATE","FIPS","staTeabb","county","matchfield"
"1407","Carroll","Mississippi","28015","MS","CARROLL","CARROLL MS"
"1408","Chickasaw","Mississippi","28017","MS","CHICKASAW","CHICKASAW MS"
"1409","Choctaw","Mississippi","28019","MS","CHOCTAW","CHOCTAW MS"
"1410","Claiborne","Mississippi","28021","MS","CLAIBORNE","CLAIBORNE MS"
"1411","Clarke","Mississippi","28023","MS","CLARKE","CLARKE MS"
"1412","Clay","Mississippi","28025","MS","CLAY","CLAY MS"
"1413","Coahoma","Mississippi","28027","MS","COAHOMA","COAHOMA MS"
"1414","Copiah","Mississippi","28029","MS","COPIAH","COPIAH MS"
"1415","Covington","Mississippi","28031","MS","COVINGTON","COVINGTON MS"
"1416","DeSoto","Mississippi","28033","MS","DESOTO","DESOTO MS"
"1417","Forrest","Mississippi","28035","MS","FORREST","FORREST MS"
"1418","Franklin","Mississippi","28037","MS","FRANKLIN","FRANKLIN MS"
"1419","George","Mississippi","28039","MS","GEORGE","GEORGE MS"
"1420","Greene","Mississippi","28041","MS","GREENE","GREENE MS"
"1421","Grenada","Mississippi","28043","MS","GRENADA","GRENADA MS"
"1422","Hancock","Mississippi","28045","MS","HANCOCK","HANCOCK MS"
"1423","Harrison","Mississippi","28047","MS","HARRISON","HARRISON MS"
"1424","Hinds","Mississippi","28049","MS","HINDS","HINDS MS"
"1425","Holmes","Mississippi","28051","MS","HOLMES","HOLMES MS"
"1426","Humphreys","Mississippi","28053","MS","HUMPHREYS","HUMPHREYS MS"
"1427","Issaquena","Mississippi","28055","MS","ISSAQUENA","ISSAQUENA MS"
"1428","Itawamba","Mississippi","28057","MS","ITAWAMBA","ITAWAMBA MS"
"1429","Jackson","Mississippi","28059","MS","JACKSON","JACKSON MS"
"1430","Jasper","Mississippi","28061","MS","JASPER","JASPER MS"
"1431","Jefferson","Mississippi","28063","MS","JEFFERSON","JEFFERSON MS"
"1432","Jefferson Davis","Mississippi","28065","MS","JEFFERSON DAVIS","JEFFERSON DAVIS MS"
"1433","Jones","Mississippi","28067","MS","JONES","JONES MS"
"1434","Kemper","Mississippi","28069","MS","KEMPER","KEMPER MS"
"1435","Lafayette","Mississippi","28071","MS","LAFAYETTE","LAFAYETTE MS"
"1436","Lamar","Mississippi","28073","MS","LAMAR","LAMAR MS"
"1437","Lauderdale","Mississippi","28075","MS","LAUDERDALE","LAUDERDALE MS"
"1438","Lawrence","Mississippi","28077","MS","LAWRENCE","LAWRENCE MS"
"1439","Leake","Mississippi","28079","MS","LEAKE","LEAKE MS"
"1440","Lee","Mississippi","28081","MS","LEE","LEE MS"
"1441","Leflore","Mississippi","28083","MS","LEFLORE","LEFLORE MS"
"1442","Lincoln","Mississippi","28085","MS","LINCOLN","LINCOLN MS"
"1443","Lowndes","Mississippi","28087","MS","LOWNDES","LOWNDES MS"
"1444","Madison","Mississippi","28089","MS","MADISON","MADISON MS"
"1445","Marion","Mississippi","28091","MS","MARION","MARION MS"
"1446","Marshall","Mississippi","28093","MS","MARSHALL","MARSHALL MS"
"1447","Monroe","Mississippi","28095","MS","MONROE","MONROE MS"
"1448","Montgomery","Mississippi","28097","MS","MONTGOMERY","MONTGOMERY MS"
"1449","Neshoba","Mississippi","28099","MS","NESHOBA","NESHOBA MS"
"1450","Newton","Mississippi","28101","MS","NEWTON","NEWTON MS"
"1451","Noxubee","Mississippi","28103","MS","NOXUBEE","NOXUBEE MS"
"1452","Oktibbeha","Mississippi","28105","MS","OKTIBBEHA","OKTIBBEHA MS"
"1453","Panola","Mississippi","28107","MS","PANOLA","PANOLA MS"
"1454","Pearl River","Mississippi","28109","MS","PEARL RIVER","PEARL RIVER MS"
"1455","Perry","Mississippi","28111","MS","PERRY","PERRY MS"
"1456","Pike","Mississippi","28113","MS","PIKE","PIKE MS"
"1457","Pontotoc","Mississippi","28115","MS","PONTOTOC","PONTOTOC MS"
"1458","Prentiss","Mississippi","28117","MS","PRENTISS","PRENTISS MS"
"1459","Quitman","Mississippi","28119","MS","QUITMAN","QUITMAN MS"
"1460","Rankin","Mississippi","28121","MS","RANKIN","RANKIN MS"
"1461","Scott","Mississippi","28123","MS","SCOTT","SCOTT MS"
"1462","Sharkey","Mississippi","28125","MS","SHARKEY","SHARKEY MS"
"1463","Simpson","Mississippi","28127","MS","SIMPSON","SIMPSON MS"
"1464","Smith","Mississippi","28129","MS","SMITH","SMITH MS"
"1465","Stone","Mississippi","28131","MS","STONE","STONE MS"
"1466","Sunflower","Mississippi","28133","MS","SUNFLOWER","SUNFLOWER MS"
"1467","Tallahatchie","Mississippi","28135","MS","TALLAHATCHIE","TALLAHATCHIE MS"
"1468","Tate","Mississippi","28137","MS","TATE","TATE MS"
"1469","Tippah","Mississippi","28139","MS","TIPPAH","TIPPAH MS"
"1470","Tishomingo","Mississippi","28141","MS","TISHOMINGO","TISHOMINGO MS"
"1471","Tunica","Mississippi","28143","MS","TUNICA","TUNICA MS"
"1472","Union","Mississippi","28145","MS","UNION","UNION MS"
"1473","Walthall","Mississippi","28147","MS","WALTHALL","WALTHALL MS"
"1474","Warren","Mississippi","28149","MS","WARREN","WARREN MS"
"1475","Washington","Mississippi","28151","MS","WASHINGTON","WASHINGTON MS"
"1476","Wayne","Mississippi","28153","MS","WAYNE","WAYNE MS"
"1477","Webster","Mississippi","28155","MS","WEBSTER","WEBSTER MS"
"1478","Wilkinson","Mississippi","28157","MS","WILKINSON","WILKINSON MS"
"1479","Winston","Mississippi","28159","MS","WINSTON","WINSTON MS"
"1480","Yalobusha","Mississippi","28161","MS","YALOBUSHA","YALOBUSHA MS"
"1481","Yazoo","Mississippi","28163","MS","YAZOO","YAZOO MS"
"1482","Adair","Missouri","29001","MO","ADAIR","ADAIR MO"
"1483","Andrew","Missouri","29003","MO","ANDREW","ANDREW MO"
"1484","Atchison","Missouri","29005","MO","ATCHISON","ATCHISON MO"
"1485","Audrain","Missouri","29007","MO","AUDRAIN","AUDRAIN MO"
"1486","Barry","Missouri","29009","MO","BARRY","BARRY MO"
"1487","Barton","Missouri","29011","MO","BARTON","BARTON MO"
"1488","Bates","Missouri","29013","MO","BATES","BATES MO"
"1489","Benton","Missouri","29015","MO","BENTON","BENTON MO"
"1490","Bollinger","Missouri","29017","MO","BOLLINGER","BOLLINGER MO"
"1491","Boone","Missouri","29019","MO","BOONE","BOONE MO"
"1492","Buchanan","Missouri","29021","MO","BUCHANAN","BUCHANAN MO"
"1493","Butler","Missouri","29023","MO","BUTLER","BUTLER MO"
"1494","Caldwell","Missouri","29025","MO","CALDWELL","CALDWELL MO"
"1495","Callaway","Missouri","29027","MO","CALLAWAY","CALLAWAY MO"
"1496","Camden","Missouri","29029","MO","CAMDEN","CAMDEN MO"
"1497","Cape Girardeau","Missouri","29031","MO","CAPE GIRARDEAU","CAPE GIRARDEAU MO"
"1498","Carroll","Missouri","29033","MO","CARROLL","CARROLL MO"
"1499","Carter","Missouri","29035","MO","CARTER","CARTER MO"
"1500","Cass","Missouri","29037","MO","CASS","CASS MO"
"1501","Cedar","Missouri","29039","MO","CEDAR","CEDAR MO"
"1502","Chariton","Missouri","29041","MO","CHARITON","CHARITON MO"
"1503","Christian","Missouri","29043","MO","CHRISTIAN","CHRISTIAN MO"
"1504","Clark","Missouri","29045","MO","CLARK","CLARK MO"
"1505","Clay","Missouri","29047","MO","CLAY","CLAY MO"
"1506","Clinton","Missouri","29049","MO","CLINTON","CLINTON MO"
"1507","Cole","Missouri","29051","MO","COLE","COLE MO"
"1508","Cooper","Missouri","29053","MO","COOPER","COOPER MO"
"1509","Crawford","Missouri","29055","MO","CRAWFORD","CRAWFORD MO"
